77159,2018,https://www.sec.gov/Archives/edgar/data/77159/0001140361-18-015536-index.html,brooks,"brooks, age 56</div> </td> <td style=""vertical-align: top; width: 1%"">&#160;</td> <td"
86346,2002,https://www.sec.gov/Archives/edgar/data/86346/0001145443-02-000095-index.html,setola,"setola, age 43, a director nominee, was appointed as a member of"
88190,1997,https://www.sec.gov/Archives/edgar/data/88190/0000931763-97-000416-index.html,klamon,"klamon, age 60, has been president and chief executive officer of fuqua"
92236,1999,https://www.sec.gov/Archives/edgar/data/92236/0000950123-99-002380-index.html,kuehn,"kuehn jr.            ronald l. kuehn, jr., age 63, is chairman of the"
92236,1999,https://www.sec.gov/Archives/edgar/data/92236/0000950123-99-002380-index.html,kuehn,"kuehn, and age 65 for the other named executive officers.   performance graph"
92236,1999,https://www.sec.gov/Archives/edgar/data/92236/0000950123-99-002380-index.html,kuehn,kuehn and age 65 for the other officers) or (b) by the
93736,2003,https://www.sec.gov/Archives/edgar/data/93736/0000950123-03-006862-index.html,sanders,"sanders, age 53, has been president, chief executive officer and a director"
95395,1998,https://www.sec.gov/Archives/edgar/data/95395/0000950137-98-000934-index.html,jenkins,"jenkins, thomas, mckenna and donovan, upon attainment of age 65, the normal"
95676,2001,https://www.sec.gov/Archives/edgar/data/95676/0000950133-01-503053-index.html,miller,"miller               chairman, president and chief executive             1989     age 63                            officer of the company"
97886,2004,https://www.sec.gov/Archives/edgar/data/97886/0001047469-04-007694-index.html,brown,"brown<br> age 53    1989</font></td> <td width=""3%""><font size=2><br> </font"
102379,2014,https://www.sec.gov/Archives/edgar/data/102379/0000102379-14-000024-index.html,koffel,koffel&#8217;s final average annual compensation and his age at the
108703,1998,https://www.sec.gov/Archives/edgar/data/108703/0000950135-98-004947-index.html,gruber,"gruber, age 56, chairman of the board and chief executive officer of"
109156,2013,https://www.sec.gov/Archives/edgar/data/109156/0001047469-13-009467-index.html,killion,"killion, age 62.  </b></font></p>  <p style=""font-family:times;text-align:justify"
