SDCDEALNUMBER,CEO_TARGET,Date Announced,Date Effective,CIK_ACQUIRER,cik,surname,year_ann
732893020,charles g. betty,11/2/98,8/6/98,101830,1015580,betty,1998
733841020,keith m. thompson,18/2/98,27/6/98,1012393,83194,thompson,1998
734923020,stephen t. walker,23/2/98,28/4/98,890801,1013355,walker,1998
736174020,terence m. graunke,19/2/98,21/4/98,825703,1006638,graunke,1998
736180020,cecily truett,27/2/98,15/6/98,914241,868796,truett,1998
736364020,derrell c. coker,2/3/98,3/8/98,101911,872918,coker,1998
736670020,jerry w. levin,2/3/98,7/1/00,3662,21627,levin,1998
740278020,benjamin c. cohen,16/3/98,28/5/98,1085026,949871,cohen,1998
742033020,john e. paget,19/3/98,13/5/98,736291,820735,paget,1998
744215020,g.f. baker,26/3/98,31/7/98,1012159,106827,baker,1998
744797020,christopher r. pook,27/3/98,1/7/98,1017673,1014957,pook,1998
750962020,robert a. carlson,8/4/98,19/2/99,28630,72575,carlson,1998
751514020,arthur w. stratton,13/4/98,31/7/98,882287,900304,stratton,1998
752234020,george j. damiris,15/4/98,0/1/00,856465,48039,damiris,1998
753235020,w. patrick mulloy,20/4/98,15/9/98,1016558,1016168,mulloy,1998
757879020,william m. thompson,7/5/98,31/7/98,1031107,824008,thompson,1998
761684020,peter i. mason,27/5/98,17/9/98,733269,1002521,mason,1998
762267020,larry kalas,29/5/98,17/8/98,230463,320678,kalas,1998
762723020,kenneth r. norton,1/6/98,28/8/98,923571,933589,norton,1998
765074020,rodney w. stanley,10/6/98,18/8/98,898685,906520,stanley,1998
765340020,a. william allen,10/6/98,30/10/98,813856,878901,allen,1998
765932020,j. brian o'neill,12/6/98,30/6/99,1014960,943809,o'neill,1998
768289020,joseph p. durrett,22/6/98,31/8/98,719612,755804,durrett,1998
768734020,leo j. hindery,24/6/98,9/3/99,5907,96903,hindery,1998
768881020,stephen r. rizzone,22/6/98,25/9/98,846909,934620,rizzone,1998
770895020,charles r. chitty,29/6/98,24/9/98,1047118,886167,chitty,1998
772599020,timothy j. triche,7/7/98,29/9/98,1043914,922821,triche,1998
773845020,anthony badolato,13/7/98,8/3/99,64670,883982,badolato,1998
777200020,kenneth d. rardin,23/7/98,30/10/98,310377,893329,rardin,1998
778524020,george r. evanega,27/7/98,6/11/98,794172,832404,evanega,1998
778543020,robert a. degan,27/7/98,4/11/98,858877,900095,degan,1998
781252020,james p. hunter,6/8/98,19/1/99,89089,928155,hunter,1998
783017020,richard de young,10/8/98,15/10/98,848865,881655,young,1998
784778020,louis d. paolino,17/8/98,31/12/98,823768,815272,paolino,1998
786598040,richard j. szalwinski,21/8/98,16/3/99,769397,943318,szalwinski,1998
787863020,robert h. deming,26/8/98,8/1/99,878280,818268,deming,1998
789187020,mark d. kvamme,2/9/98,17/12/98,1010724,1002518,kvamme,1998
789323020,james c. castle,2/9/98,21/12/98,714603,1012459,castle,1998
794193020,michael f. bosworth,20/9/98,0/1/00,925072,881411,bosworth,1998
799563020,charles a. baker,5/10/98,17/3/99,4310,786557,baker,1998
801221020,lester b. knight,9/10/98,3/2/99,721371,1017799,knight,1998
801650020,laurence r. hootnick,12/10/98,11/12/98,6951,795090,hootnick,1998
803121020,william v. stephenson,19/10/98,29/1/99,21076,797320,stephenson,1998
803182020,james e. brown,19/10/98,7/4/99,798943,1044478,brown,1998
803198020,craig lentzsch,16/10/98,16/3/99,737874,813040,lentzsch,1998
804408020,steven r. abbott,22/10/98,31/3/99,1019285,846919,abbott,1998
805435020,benjamin f. mcgraw ,26/10/98,19/3/99,932352,907111,mcgraw,1998
806883020,james t. jongebloed,30/10/98,24/11/99,798943,842815,jongebloed,1998
807034020,e. r. pickard,2/11/98,27/1/99,64670,873730,pickard,1998
812058020,james l. rooney,18/11/98,23/4/99,914066,877928,rooney,1998
812381020,peter gyenes,19/11/98,26/4/99,885474,1008129,gyenes,1998
813013020,william j. hudson,23/11/98,5/4/99,100441,6164,hudson,1998
813259020,joseph r. coppola,23/11/98,12/7/99,42542,201493,coppola,1998
813565020,leonard genovese,24/11/98,1/3/99,77182,40970,genovese,1998
814996020,thomas j. russo,30/11/98,1/10/99,69733,875174,russo,1998
816235020,carlos a. saladrigas,3/12/98,11/3/99,8670,1008896,saladrigas,1998
819843020,john t. casey,14/12/98,15/6/99,943061,930610,casey,1998
823273020,louis j. doctor,17/12/98,12/3/99,774695,833619,doctor,1998
823762020,frank h. hilsabeck,18/12/98,2/7/99,65873,320446,hilsabeck,1998
824499020,robert s. jepson,18/12/98,1/3/99,908255,56955,jepson,1998
825451020,donald j. drapeau,11/12/98,8/3/99,933151,808095,drapeau,1998
825553020,dale h. ballard,23/12/98,23/9/99,55785,723534,ballard,1998
836780020,c. arnold renschler,11/1/99,26/4/99,11454,792932,renschler,1999
837463020,nick menonna jr,13/1/99,10/12/99,911177,931581,jr,1999
843264020,michael c. goldberg,18/1/99,28/4/99,789388,722826,goldberg,1999
844013020,john c. lauchnor,20/1/99,0/1/00,1040761,1016395,lauchnor,1999
845850020,john r. meyers,22/1/99,11/6/99,894405,876948,meyers,1999
846753020,peter johnson,26/1/99,17/5/99,104669,811210,johnson,1999
851000020,alton w. mcewen,9/2/99,8/7/99,947661,925908,mcewen,1999
851100020,howard goldberg,9/2/99,0/1/00,351903,796912,goldberg,1999
853114020,charles e. zeigler ,17/2/99,10/2/00,754737,81025,zeigler,1999
854196020,george a. davidson ,22/2/99,28/1/00,314712,23738,davidson,1999
854206020,robert h. jenkins,22/2/99,11/6/99,101829,95395,jenkins,1999
856640020,ray b. mundt,1/3/99,0/1/00,884614,1027282,mundt,1999
857719020,kenneth p. currier,3/3/99,23/6/99,718877,939730,currier,1999
858023020,robert s. pepper,4/3/99,10/8/99,50863,908985,pepper,1999
858307020,t. f. steinbecker,4/3/99,29/12/00,66960,86251,steinbecker,1999
859105020,w. thomas grant,8/3/99,10/8/99,830158,816151,grant,1999
859478020,richard m. haddrill,9/3/99,29/6/99,914923,875459,haddrill,1999
860031020,robert l. pearson,11/3/99,26/8/99,1020416,1038315,pearson,1999
861894020,w. robert berg,16/3/99,23/7/99,785786,937289,berg,1999
865001020,c. douglas miller,25/3/99,2/7/99,914536,778397,miller,1999
870919020,john c. thibault,13/4/99,24/6/99,858877,1023905,thibault,1999
874141020,marvin i. haas,22/4/99,18/10/99,23666,20041,haas,1999
874318020,j. r. crespo,23/4/99,8/2/00,1046861,310103,crespo,1999
875810020,s. howard norton,26/4/99,26/7/99,912899,806850,norton,1999
880697020,gregory w. penske,10/5/99,26/7/99,51548,1006605,penske,1999
881077020,fred r. nichols,12/5/99,12/8/99,25303,700997,nichols,1999
881376020,ronald a. rittenmeyer,13/5/99,23/8/99,1022608,1046817,rittenmeyer,1999
882213020,david p. gruber,17/5/99,13/1/00,79958,108703,gruber,1999
882942020,daniel m. fine,18/5/99,31/8/99,1037186,1034073,fine,1999
884184020,james leonard pate,20/5/99,17/8/99,1090012,77320,pate,1999
884672020,larry r. linhart,21/5/99,30/7/99,96289,924774,linhart,1999
884983020,james f. will,21/5/99,30/9/99,918160,7383,will,1999
886578020,john t. stupka,28/5/99,1/10/99,723527,842915,stupka,1999
891640020,john e. stokely,9/6/99,31/8/99,95521,819632,stokely,1999
892809020,bruce a. williamson,11/6/99,2/2/00,49816,879215,williamson,1999
892812020,m. anthony white,14/6/99,26/11/99,1049480,1021080,white,1999
893358020,charles e. gooley,15/6/99,1/3/00,205716,849210,gooley,1999
893395020,mark c. ozur,15/6/99,27/8/99,746838,718576,ozur,1999
893669020,harris ravine,15/6/99,1/11/99,75448,351810,ravine,1999
895568020,ernest mario,21/6/99,0/1/00,1800,4310,mario,1999
897702020,ronald e. bloom,24/6/99,8/11/99,1057379,1014462,bloom,1999
898708020,robert rodin,28/6/99,21/10/99,8858,62765,rodin,1999
898712020,george e. wardeberg,28/6/99,26/4/00,354045,314890,wardeberg,1999
902694020,henry a. plain,8/7/99,19/11/99,1800,934438,plain,1999
903822020,john w. danner,12/7/99,26/10/99,1049480,1036419,danner,1999
903877020,richard m. rosenblatt,13/7/99,28/10/99,1020620,1020862,rosenblatt,1999
907818020,john t. spitznagel,26/7/99,23/12/99,936402,853022,spitznagel,1999
908206020,al montross,27/7/99,29/9/99,51143,731619,montross,1999
909701020,peter j. simone,30/7/99,12/1/00,824225,1014586,simone,1999
909758020,william t. comer,2/8/99,12/11/99,64978,1011065,comer,1999
910848020,charles j. casamento,4/8/99,18/11/99,891288,924654,casamento,1999
911870020,john l. drew,10/8/99,18/10/99,1006240,889085,drew,1999
912502020,jeremiah j. sheehan,11/8/99,3/5/00,4281,83604,sheehan,1999
916585020,milton hawkins ward,20/8/99,2/12/99,78066,769589,ward,1999
916742020,john j. mcdonnell,23/8/99,23/11/99,940716,920231,mcdonnell,1999
917170020,martin j. sprinzen,23/8/99,20/10/99,709519,1006370,sprinzen,1999
918943020,richard m. ferrari,30/8/99,15/11/99,929987,1009677,ferrari,1999
920274020,norman p. blake,7/9/99,1/12/99,47580,944647,blake,1999
929032020,francisco j. perez,1/10/99,29/11/99,55067,768978,perez,1999
933075020,bruce m. flohr,14/10/99,4/2/00,887637,877326,flohr,1999
933670020,david r. mueller,18/10/99,11/1/00,27904,835344,mueller,1999
934589020,e. linwood pearce,20/10/99,27/12/99,945384,1024752,pearce,1999
934731020,william l. meaney,21/10/99,1/2/00,1004317,1020569,meaney,1999
934991020,david p. st. charles,21/10/99,15/2/00,833829,775163,charles,1999
939396020,eugene l. goda,4/11/99,13/4/00,911577,916354,goda,1999
940767020,richard d. randall,9/11/99,11/2/00,200406,1003608,randall,1999
940907020,michael p. coughlin,9/11/99,19/1/00,319379,876573,coughlin,1999
942779020,james h. dodge,15/11/99,28/9/00,203248,319651,dodge,1999
944290020,michael w. rogers,18/11/99,0/1/00,859360,1022703,rogers,1999
947252020,robert m. morrill,1/12/99,1/3/00,799089,885474,morrill,1999
950674020,kristine stotz langdon,13/7/99,7/1/00,795986,1044864,langdon,1999
954412020,william e. lipner,20/12/99,20/4/00,51644,897940,lipner,1999
957370020,barry s. howe,21/5/99,10/12/99,795986,929807,howe,1999
962374020,paul j. powers,17/1/00,11/4/00,76334,22470,powers,2000
964706020,joyce freedman,24/1/00,27/7/00,891103,1008130,freedman,2000
972387020,george s. writer,31/1/00,25/8/00,878560,108606,writer,2000
974516020,harry gruber,7/2/00,20/4/00,1086222,1011418,gruber,2000
975927020,r. michael kleine,3/10/00,14/2/01,350907,841939,kleine,2000
976848020,gerhard r. andlinger,14/2/00,12/5/00,24741,711425,andlinger,2000
980749020,roger w. hale,28/2/00,11/12/00,875221,861388,hale,2000
980887020,oliver g. richard,28/2/00,1/11/00,1111711,22099,richard,2000
981236020,james a. harrer,28/2/00,18/5/00,1024678,940986,harrer,2000
981746020,e. thomas detmer,29/2/00,28/6/00,1062195,1092393,detmer,2000
982729020,p. scott munro,2/3/00,3/7/00,8858,715842,munro,2000
983469020,michael a. daniels,7/3/00,9/6/00,1014473,1030341,daniels,2000
987412020,charles d. davidson,17/3/00,15/9/00,313807,918252,davidson,2000
998452020,andrew e. lietz,17/4/00,23/6/00,897723,729533,lietz,2000
999944020,stanley greenman,24/4/00,27/7/00,1082193,43837,greenman,2000
999990020,jonathan p. aust,11/4/00,31/8/00,1000695,1081665,aust,2000
1000036020,michael lerner,24/4/00,1/7/00,843405,898306,lerner,2000
1002453020,andre de fusco,2/5/00,10/8/00,1068292,942132,fusco,2000
1004050020,kenneth e. hendrickson,8/5/00,1/8/00,918386,920636,hendrickson,2000
1006689020,william g. malloy,19/5/00,6/9/00,750004,880174,malloy,2000
1009930020,martin sperber,25/5/00,28/8/00,884629,948929,sperber,2000
1010766020,robert p. pinkas,30/5/00,0/1/00,1296824,885741,pinkas,2000
1013801020,stephen e. smith,8/6/00,12/9/00,1102541,1075530,smith,2000
1015682020,michael l. edwards,14/6/00,28/3/01,70668,903689,edwards,2000
1018887020,gary a. corless,22/6/00,0/1/00,808301,920527,corless,2000
1018951020,c. dean metropoulos,23/6/00,24/8/00,23217,1027881,metropoulos,2000
1020917020,robert a. nero,29/6/00,1/9/00,1022509,714981,nero,2000
1021726020,aubrey k. mcclendon,30/6/00,16/1/01,895126,878482,mcclendon,2000
1022253020,jonathan edelson,3/7/00,0/1/00,1059623,1002628,edelson,2000
1023743020,stig wennerstrom,10/7/00,7/12/00,38079,946140,wennerstrom,2000
1025335020,miles l. marsh,17/7/00,27/11/00,41077,53117,marsh,2000
1029860020,john w. paxton,26/7/00,30/11/00,278352,352495,paxton,2000
1031116020,j. wayne leonard,31/7/00,0/1/00,753308,65984,leonard,2000
1039740020,gerald l. benowitz,22/8/00,20/12/00,1013880,1022397,benowitz,2000
1045800020,chris macaskill,13/9/00,17/11/00,1069665,1066010,macaskill,2000
1047049020,stephen w. dewitt,18/9/00,7/12/00,709519,1053355,dewitt,2000
1049676020,mark k. wright,25/9/00,2/2/01,1049480,1081614,wright,2000
1052899020,larry w. burke,3/10/00,19/2/01,66740,276747,burke,2000
1052900020,rosalind b. resnick,3/10/00,0/1/00,1049480,1091440,resnick,2000
1053324020,michael l. bowlin,4/10/00,1/2/01,899045,1020898,bowlin,2000
1055858020,bobba venkatadri,12/10/00,3/1/01,736994,719598,venkatadri,2000
1056731020,john schaeffer,16/10/00,29/1/01,1089872,912953,schaeffer,2000
1058003020,arthur m. southam,19/10/00,18/12/00,894253,1005697,southam,2000
1059234020,p. kevin kilroy,24/10/00,18/1/01,47217,1039242,kilroy,2000
1059264020,timothy p. harrington,24/10/00,28/12/00,828750,1094323,harrington,2000
1061141020,kenneth l. lay,27/10/00,16/3/01,72859,1080205,lay,2000
1063024020,william a. dambrackas,6/11/00,3/1/01,1109808,772465,dambrackas,2000
1065382020,d. westervelt davis,14/11/00,15/2/01,66740,803395,davis,2000
1067196020,alvin e. mcquinn,20/11/00,16/4/01,880266,935503,mcquinn,2000
1077666020,paul m. rady,22/12/00,26/3/01,101778,1069845,rady,2000
1082845020,david j. orfao,16/1/01,20/3/01,913949,1016139,orfao,2001
1082985020,elijahu shapira,17/1/01,30/3/01,1084827,1075316,shapira,2001
1084627020,alan b. lefkof,23/1/01,0/1/00,914027,1012482,lefkof,2001
1086270020,jay b. fulcher,29/1/01,0/1/00,1084755,1088653,fulcher,2001
1086629020,c. v. prothro,29/1/01,11/4/01,743316,749420,prothro,2001
1087016020,thomas f. power,30/1/01,9/10/01,16868,874213,power,2001
1157495020,thomas s. richards,20/2/01,28/6/02,1046861,1073353,richards,2001
1158612020,rob n. shaddock,21/2/01,2/7/01,68505,949587,shaddock,2001
1158866020,alvin n. lubetkin,22/2/01,7/6/01,912262,75043,lubetkin,2001
1162239020,charles w. jepson,6/3/01,0/1/00,1100389,1051490,jepson,2001
1164071020,jack l. messman,12/3/01,10/7/01,758004,895462,messman,2001
1164631020,g. lynn boggs,13/3/01,9/8/01,1069469,1061762,boggs,2001
1166683020,juan y. forster,20/3/01,4/6/01,21271,840335,forster,2001
1167908020,ernest mario,27/3/01,22/6/01,200406,4310,mario,2001
1169013020,steve toth,26/3/01,0/1/00,40834,354611,toth,2001
1170856020,richard s. friedland,2/4/01,2/11/01,103730,40656,friedland,2001
1172300020,david b. hurwitz,6/4/01,8/2/02,34497,862025,hurwitz,2001
1177027020,john connolly,19/4/01,7/6/01,51143,1017174,connolly,2001
1178220020,geoffrey f. cox,24/4/01,12/7/01,785189,854691,cox,2001
1180900020,jean gaulin,4/5/01,31/12/01,21271,887207,gaulin,2001
1180907020,peter a. dea,8/5/01,2/8/01,107263,351993,dea,2001
1182276020,ron zwanziger,23/5/01,21/11/01,200406,915901,zwanziger,2001
1183260020,stephen h. friend,11/5/01,19/7/01,64978,1081935,friend,2001
1183653020,nicholas j. sutton,14/5/01,1/8/01,55458,869295,sutton,2001
1184403020,gary a. monetti,15/5/01,19/7/01,913885,1009675,monetti,2001
1185287020,alexander h. good,15/5/01,0/1/00,913665,756502,good,2001
1186230020,w. dennis summers,17/5/01,9/11/01,931702,1039139,summers,2001
1188911020,richard r. rowe,28/5/01,6/11/01,1097516,1074676,rowe,2001
1189008020,alfred e. mann,30/5/01,28/8/01,64670,945801,mann,2001
1189627020,fred r. sullivan,30/5/01,4/10/01,315189,83877,sullivan,2001
1190268020,a. laurence jones,1/6/01,18/1/02,1049480,1017829,jones,2001
1193186020,paul j. hastings,13/6/01,16/11/01,1428156,913056,hastings,2001
1193276020,john d. chichester,13/6/01,24/7/02,911016,821511,chichester,2001
1196770020,david a. derby,25/6/01,28/9/01,32258,27116,derby,2001
1198699020,richard s. johnson,29/6/01,0/1/00,1020416,1087728,johnson,2001
1199098020,gregory r. raifman,2/7/01,19/10/01,1529462,1091621,raifman,2001
1200055020,david w. dorman,8/7/01,18/11/02,22301,5907,dorman,2001
1201861020,emery g. olcott,16/7/01,13/11/01,31791,1035975,olcott,2001
1206936020,christopher m. formant,31/7/01,7/11/01,1081394,1018705,formant,2001
1208568020,albert angrisani,6/8/01,1/11/01,1094238,803058,angrisani,2001
1208907040,roberto drassinower,7/8/01,18/3/02,890640,1081987,drassinower,2001
1210075020,george p. mitchell,14/8/01,24/1/02,837330,311995,mitchell,2001
1216148020,edward h. arnold,21/8/01,30/11/01,1141496,700612,arnold,2001
1217037020,joseph a. menniti,27/8/01,14/11/01,1050825,835405,menniti,2001
1219719020,christopher assif,6/9/01,18/12/01,804753,720481,assif,2001
1220000020,mark e. monroe,7/9/01,1/11/01,314712,912264,monroe,2001
1221632020,david f. gow,17/9/01,14/3/02,828750,1089909,gow,2001
1224618020,jack a. fusco,27/9/01,19/2/02,1126294,1120236,fusco,2001
1225579020,chandrashekar reddy,28/9/01,20/2/02,1053782,1063662,reddy,2001
1227269020,barry a. ackerley,8/10/01,14/6/02,739708,319120,ackerley,2001
1231245020,james k. schuler,23/10/01,22/2/02,927434,883705,schuler,2001
1232326020,robert becker,25/10/01,0/1/00,1095480,1039446,becker,2001
1233363020,lawrence s. bohn,29/10/01,21/12/01,869570,1004874,bohn,2001
1233826020,alfred j. amoroso,30/10/01,14/1/02,51143,1037834,amoroso,2001
1233851020,cornelius peterson,30/10/01,13/2/02,854775,1068885,peterson,2001
1234928020,sunny c. vanderbeck,2/11/01,9/1/02,1097516,1088330,vanderbeck,2001
1239964020,archie w. dunham,18/11/01,30/8/02,78214,1066806,dunham,2001
1250078020,randy d. lindholm,6/12/01,12/4/02,64670,929900,lindholm,2001
1252620020,liam k. griffin,17/12/01,26/6/02,1069353,4127,griffin,2001
1252707020,william j. lacourciere,18/12/01,15/4/02,780434,310450,lacourciere,2001
1259437020,paul a. larson,5/1/02,24/4/02,1085280,857914,larson,2002
1266867020,john b. scheumann,30/1/02,17/4/02,915840,911644,scheumann,2002
1269328020,steven a. lebensfeld,10/2/02,28/10/02,1009829,1044010,lebensfeld,2002
1272286020,richard a. kay,20/2/02,14/5/02,859360,1101757,kay,2002
1275323020,philip m. sawyer,27/2/02,5/5/02,10456,1013466,sawyer,2002
1283650020,elizabeth a. withers,28/3/02,4/10/02,82628,1097984,withers,2002
1284604020,michael w. rogers,2/4/02,14/6/02,1020476,1022703,rogers,2002
1292307020,garrett l. dominy,2/5/02,14/6/02,40533,60911,dominy,2002
1293376020,john h. steadman,8/5/02,27/9/02,74303,928950,steadman,2002
1295286020,william chiles,15/5/02,7/8/02,314808,1052667,chiles,2002
1298980020,d. w. biegler,29/5/02,26/11/02,912750,764625,biegler,2002
1310338020,jack e. pratt,7/8/02,3/3/03,921738,888245,pratt,2002
1311467020,william c. gibbs,15/7/02,1/10/02,1095792,1034777,gibbs,2002
1331044020,david reese,26/9/02,1/7/03,1096958,854152,reese,2002
1334229020,gregory slayton,9/10/02,3/12/02,879437,944950,slayton,2002
1334306020,james a. harrer,9/10/02,7/1/03,853273,911577,harrer,2002
1336904020,james h. miller,21/10/02,8/1/03,1047699,95676,miller,2002
1337178020,emerick woods,22/10/02,13/12/02,789019,1029784,woods,2002
1343612020,kevin c. johnson,8/11/02,17/1/03,920148,779282,johnson,2002
1344262020,h. frank gibbard,12/11/02,25/3/03,1093691,1094959,gibbard,2002
1347901020,stephen a. sasser,25/11/02,19/2/03,848551,872443,sasser,2002
1359096020,richard owen,20/12/02,26/2/03,768262,1110700,owen,2002
1359270020,david c. peterschmidt,23/12/02,19/3/03,1011006,1024302,peterschmidt,2002
1359290020,craig d. jung,23/12/02,6/5/03,910631,911360,jung,2002
1368202020,floyd c. wilson,3/2/03,4/6/03,891456,903267,wilson,2003
1368589020,michael j. setola,4/2/03,19/6/03,900349,86346,setola,2003
1369402020,richard b. brewer,10/2/03,29/4/03,200406,726512,brewer,2003
1372721020,randall e. woods,25/2/03,30/7/03,1107332,882100,woods,2003
1380752020,richard c. pfenniger,26/3/03,1/7/03,1046568,352183,pfenniger,2003
1382779020,george j. damiris,31/3/03,0/1/00,110430,48039,damiris,2003
1385145020,chase carey,9/4/03,22/12/03,788509,944868,carey,2003
1387553020,thomas m. nolette,22/4/03,26/9/03,797448,1093576,nolette,2003
1398527020,thomas c. brown,27/5/03,12/2/04,889900,751288,brown,2003
1399539020,kelly e. miller,29/5/03,4/12/03,1021010,1048740,miller,2003
1400224020,robert m. dutkowsky,2/6/03,29/8/03,875570,798757,dutkowsky,2003
1402820020,richard n. nottenburg,9/6/03,21/8/03,880446,1114068,nottenburg,2003
1406419020,james pritchett,20/6/03,4/9/03,1065088,1053676,pritchett,2003
1411618020,harvey sanders,7/7/03,27/8/03,103379,93736,sanders,2003
1413327020,paul g. lego,10/7/03,3/9/03,1111492,1101147,lego,2003
1417270020,craig d. brennan,23/7/03,16/10/03,1001113,1056294,brennan,2003
1421560020,steven b. ratoff,5/8/03,0/1/00,1013243,833298,ratoff,2003
1426231020,steven b. ratoff,21/8/03,12/8/04,873364,833298,ratoff,2003
1429812020,j. patrick tinley,4/9/03,27/8/04,1076770,873594,tinley,2003
1432911020,gene w. ray,15/9/03,0/1/00,936468,32258,ray,2003
1443937020,joseph k. rensin,22/10/03,26/3/04,1022608,1043497,rensin,2003
1444226020,william p. ferry,23/10/03,3/6/04,746838,888711,ferry,2003
1449593020,david v. radlinski,11/11/03,20/2/04,895810,819939,radlinski,2003
1456427020,norman l. phelps,4/12/03,23/2/04,1100813,804121,phelps,2003
1458008020,michael d. chamberlain,9/12/03,12/2/04,789388,707606,chamberlain,2003
1469950020,larry pollock,8/10/03,4/10/04,857471,769644,pollock,2003
1500371020,ashok belani,23/2/04,28/5/04,893162,1261686,belani,2004
1500834020,linda m. autore,24/2/04,0/1/00,716646,74691,autore,2004
1504372020,david c. mercer,8/3/04,18/6/04,351346,854093,mercer,2004
1508613020,marvin j. winkler,22/3/04,6/8/04,847555,1078717,winkler,2004
1525860020,robert p. stanojev,11/5/04,23/7/04,883979,920521,stanojev,2004
1526552020,robert j. wenzel,13/5/04,30/7/04,1056421,1052958,wenzel,2004
1531377020,thomas g. klopack,1/6/04,13/12/04,1094961,1067588,klopack,2004
1583144020,mason p. slaine,28/6/04,30/11/04,1005348,1063744,slaine,2004
1583814020,elie s. akilian,29/6/04,30/9/04,96879,1065351,akilian,2004
1587044020,wallace r. barr,15/7/04,13/6/05,858339,1070794,barr,2004
1589099020,edward h. meyer,13/9/04,7/3/05,806968,43952,meyer,2004
1590332020,stephen j. fanning,27/7/04,6/1/05,711404,882484,fanning,2004
1604810020,brian b. obie,20/9/04,19/1/05,899045,1025169,obie,2004
1605068020,steven j. braun,20/9/04,31/12/04,814547,1086757,braun,2004
1605758020,james w. bullock,22/9/04,13/1/05,203077,940659,bullock,2004
1608609020,barry n. bycoff,6/10/04,24/11/04,356028,840824,bycoff,2004
1615117020,richard j. glasier,3/11/04,3/10/05,921738,895385,glasier,2004
1615968020,joseph l. cowan,8/11/04,25/2/05,756620,1096512,cowan,2004
1617093020,howard socol,11/11/04,20/12/04,874016,1087414,socol,2004
1617829020,larry s. kramer,14/11/04,24/1/05,29924,1068969,kramer,2004
1618451020,edward j. smith,17/11/04,31/1/05,26058,26987,smith,2004
1618940020,f. bruce giesbrecht,19/11/04,27/4/05,925178,905895,giesbrecht,2004
